Age,Gender,Smoker,Exercise_Freq,Diet_Quality,Alcohol_Consumption
23,Female,No,Daily,Excellent,Low
54,Female,No,Daily,Excellent,High
27,Male,Yes,1-2 times/week,Average,Moderate
57,Male,Yes,Daily,Good,Moderate
24,Female,Yes,Daily,Excellent,High
56,Female,Yes,None,Excellent,Low
55,Female,Yes,Daily,Average,None
38,Other,Yes,3-5 times/week,Good,None
37,Male,No,1-2 times/week,Average,Low
20,Other,Yes,None,Poor,None
68,Other,No,Daily,Poor,Low
39,Male,Yes,Daily,Excellent,Moderate
64,Male,No,None,Average,None
21,Other,No,None,Average,High
45,Male,Yes,None,Excellent,High
29,Female,Yes,3-5 times/week,Poor,None
55,Female,Yes,3-5 times/week,Good,High
68,Other,No,None,Good,Low
53,Other,No,Daily,Poor,Low
64,Male,No,1-2 times/week,Excellent,High
58,Male,Yes,3-5 times/week,Excellent,None
22,Other,No,1-2 times/week,Good,None
30,Other,No,1-2 times/week,Good,None
40,Female,No,3-5 times/week,Poor,Moderate
67,Female,No,1-2 times/week,Poor,None
47,Male,Yes,Daily,Average,None
54,Female,Yes,3-5 times/week,Poor,Low
42,Male,No,3-5 times/week,Poor,Moderate
65,Male,No,1-2 times/week,Good,Low
44,Male,Yes,1-2 times/week,Good,High
68,Female,Yes,None,Average,High
31,Other,No,3-5 times/week,Good,None
65,Other,No,1-2 times/week,Good,Moderate
64,Female,Yes,Daily,Good,High
53,Other,No,3-5 times/week,Poor,None
56,Male,No,None,Good,Moderate
33,Other,No,Daily,Excellent,High
39,Female,No,None,Poor,High
38,Other,No,None,Good,Moderate
38,Male,No,Daily,Poor,Moderate
25,Male,No,None,Good,Moderate
66,Female,No,None,Average,Moderate
33,Female,No,None,Average,High
48,Female,No,None,Average,Moderate
59,Male,Yes,None,Good,Low
27,Other,Yes,3-5 times/week,Average,Low
49,Other,No,1-2 times/week,Poor,High
51,Female,Yes,3-5 times/week,Average,High
26,Other,No,3-5 times/week,Average,None
34,Other,Yes,1-2 times/week,Average,High
28,Female,No,1-2 times/week,Average,Moderate
49,Female,No,Daily,Poor,Moderate
27,Male,No,None,Excellent,High
39,Male,Yes,1-2 times/week,Average,Low
34,Male,No,Daily,Good,None
21,Male,No,Daily,Excellent,High
65,Other,No,3-5 times/week,Average,High
69,Other,No,Daily,Excellent,None
64,Male,No,None,Good,Low
42,Male,No,3-5 times/week,Good,High
38,Female,No,1-2 times/week,Average,Low
54,Other,No,3-5 times/week,Average,Moderate
55,Other,No,3-5 times/week,Good,Low
66,Male,No,None,Poor,Moderate
18,Other,No,None,Excellent,None
42,Female,Yes,3-5 times/week,Poor,High
68,Female,No,1-2 times/week,Average,Moderate
53,Other,Yes,None,Poor,Low
34,Male,No,3-5 times/week,Poor,High
58,Other,Yes,None,Excellent,Moderate
41,Female,No,None,Average,Moderate
19,Male,No,Daily,Excellent,Low
57,Other,No,1-2 times/week,Good,Moderate
32,Male,No,3-5 times/week,Excellent,None
49,Male,Yes,3-5 times/week,Excellent,Moderate
56,Female,No,Daily,Good,Low
23,Male,No,3-5 times/week,Poor,High
18,Other,No,3-5 times/week,Excellent,Low
64,Male,No,Daily,Good,Low
40,Male,No,Daily,Average,High
56,Other,No,3-5 times/week,Poor,Moderate
34,Female,Yes,Daily,Good,None
51,Female,No,None,Poor,Low
58,Other,No,None,Good,Low
46,Other,Yes,None,Excellent,None
26,Female,No,None,Poor,Low
30,Male,Yes,Daily,Excellent,High
23,Other,No,1-2 times/week,Good,Moderate
23,Male,No,1-2 times/week,Excellent,High
37,Other,Yes,3-5 times/week,Excellent,Low
69,Female,Yes,1-2 times/week,Good,High
20,Male,Yes,None,Excellent,Low
34,Male,No,Daily,Excellent,Moderate
66,Other,No,None,Excellent,High
29,Male,No,None,Average,High
65,Other,No,Daily,Average,None
64,Female,No,None,Average,None
62,Male,No,None,Poor,Low
18,Other,No,Daily,Excellent,High
34,Male,No,Daily,Excellent,Moderate
20,Other,Yes,3-5 times/week,Excellent,Moderate
43,Other,Yes,3-5 times/week,Poor,None
32,Other,No,None,Poor,None
53,Female,Yes,3-5 times/week,Good,None
49,Male,No,1-2 times/week,Excellent,Moderate
49,Female,Yes,1-2 times/week,Good,Moderate
21,Other,No,None,Good,Moderate
35,Other,No,3-5 times/week,Poor,Low
66,Female,No,None,Average,High
36,Female,No,3-5 times/week,Poor,Low
60,Male,Yes,Daily,Poor,High
69,Other,Yes,Daily,Average,High
52,Female,No,Daily,Average,High
57,Other,No,Daily,Poor,None
31,Other,No,None,Excellent,High
50,Male,No,None,Good,None
31,Male,Yes,None,Excellent,High
51,Male,No,1-2 times/week,Good,Low
21,Female,No,Daily,Excellent,Low
41,Other,No,Daily,Average,High
46,Female,Yes,Daily,Excellent,Low
36,Female,No,3-5 times/week,Poor,Low
23,Male,No,3-5 times/week,Good,High
50,Other,No,1-2 times/week,Good,High
66,Other,Yes,1-2 times/week,Excellent,None
57,Male,Yes,3-5 times/week,Average,Low
36,Other,No,3-5 times/week,Poor,Low
18,Male,Yes,None,Average,High
22,Female,No,None,Poor,Moderate
44,Female,No,3-5 times/week,Poor,None
33,Male,No,Daily,Poor,None
23,Female,No,3-5 times/week,Excellent,Moderate
57,Female,Yes,None,Poor,None
30,Male,No,1-2 times/week,Poor,None
65,Female,Yes,3-5 times/week,Poor,Low
52,Other,Yes,3-5 times/week,Good,Low
36,Female,Yes,Daily,Good,High
29,Male,No,1-2 times/week,Excellent,High
33,Other,No,Daily,Excellent,None
60,Other,No,1-2 times/week,Good,Moderate
27,Female,Yes,Daily,Good,High
42,Other,No,1-2 times/week,Poor,High
37,Male,Yes,3-5 times/week,Good,Moderate
48,Other,Yes,3-5 times/week,Excellent,None
21,Female,No,3-5 times/week,Excellent,None
61,Female,No,None,Poor,High
40,Other,No,1-2 times/week,Average,None
19,Male,No,1-2 times/week,Average,None
39,Male,Yes,Daily,Good,High
68,Female,No,None,Poor,High
54,Female,No,Daily,Good,Low
25,Male,Yes,None,Poor,Low
24,Other,No,Daily,Good,None
31,Other,No,None,Excellent,Moderate
20,Other,No,Daily,Excellent,Low
67,Other,No,Daily,Average,None
33,Male,No,None,Average,Moderate
36,Female,No,1-2 times/week,Good,Low
68,Female,No,Daily,Excellent,Low
35,Other,No,None,Good,None
69,Male,Yes,None,Excellent,High
33,Male,No,1-2 times/week,Poor,High
25,Other,Yes,1-2 times/week,Excellent,Moderate
50,Other,No,1-2 times/week,Average,High
66,Other,Yes,1-2 times/week,Excellent,None
29,Female,Yes,Daily,Good,Low
28,Other,Yes,Daily,Poor,Moderate
22,Female,Yes,3-5 times/week,Average,High
44,Male,Yes,Daily,Poor,Low
29,Male,No,3-5 times/week,Average,None
34,Female,No,3-5 times/week,Average,None
23,Female,No,Daily,Poor,Low
50,Female,No,3-5 times/week,Poor,None
22,Female,No,1-2 times/week,Excellent,None
45,Other,No,3-5 times/week,Excellent,Low
31,Male,No,Daily,Average,High
22,Other,Yes,None,Excellent,Moderate
50,Female,Yes,Daily,Excellent,Low
67,Other,No,None,Average,Low
65,Other,No,None,Excellent,High
58,Male,Yes,3-5 times/week,Poor,Moderate
36,Other,No,3-5 times/week,Good,None
39,Male,Yes,None,Poor,High
22,Female,No,3-5 times/week,Good,Moderate
19,Other,No,1-2 times/week,Poor,Low
47,Female,No,Daily,Good,Moderate
64,Male,No,3-5 times/week,Good,High
56,Female,No,None,Excellent,None
21,Female,Yes,None,Average,Moderate
50,Male,No,Daily,Poor,Moderate
30,Female,No,3-5 times/week,Excellent,Low
37,Female,No,3-5 times/week,Poor,Moderate
24,Female,No,None,Poor,Low
32,Other,Yes,Daily,Good,High
40,Female,No,None,Good,None
31,Male,Yes,Daily,Average,High
40,Other,Yes,3-5 times/week,Good,Moderate
36,Other,No,3-5 times/week,Poor,Moderate
46,Male,No,Daily,Good,Low
37,Female,No,None,Excellent,Low
46,Other,No,None,Excellent,High
41,Other,No,None,Good,High
35,Other,No,Daily,Average,High
27,Female,No,Daily,Good,None
58,Other,No,None,Excellent,Low
25,Male,Yes,None,Poor,High
43,Female,No,Daily,Poor,Low
46,Male,No,Daily,Poor,High
27,Male,No,None,Excellent,None
34,Other,Yes,None,Excellent,Low
19,Other,No,3-5 times/week,Poor,Low
23,Other,No,1-2 times/week,Average,Low
22,Male,No,Daily,Average,Low
45,Female,No,1-2 times/week,Poor,None
58,Other,No,Daily,Poor,High
22,Other,No,3-5 times/week,Excellent,None
35,Male,No,Daily,Good,Low
43,Female,Yes,Daily,Excellent,Moderate
37,Male,No,1-2 times/week,Good,None
58,Other,Yes,3-5 times/week,Good,Moderate
66,Male,Yes,3-5 times/week,Good,Low
44,Other,No,3-5 times/week,Good,Low
66,Female,Yes,3-5 times/week,Poor,None
29,Male,No,Daily,Good,Moderate
24,Other,No,1-2 times/week,Good,None
20,Other,No,3-5 times/week,Good,None
27,Other,Yes,None,Excellent,None
51,Other,Yes,3-5 times/week,Excellent,Low
42,Male,Yes,1-2 times/week,Excellent,High
52,Other,Yes,1-2 times/week,Average,Moderate
33,Male,No,1-2 times/week,Excellent,High
19,Other,No,1-2 times/week,Average,High
41,Male,No,None,Excellent,Low
27,Male,No,3-5 times/week,Average,Low
55,Other,No,Daily,Excellent,Low
39,Other,No,Daily,Poor,None
43,Other,Yes,None,Excellent,Low
60,Other,No,3-5 times/week,Average,Low
56,Female,Yes,3-5 times/week,Good,Low
44,Other,No,Daily,Excellent,Low
46,Other,Yes,None,Good,High
64,Other,No,Daily,Good,High
55,Male,Yes,None,Excellent,Low
37,Other,Yes,1-2 times/week,Excellent,High
44,Male,No,3-5 times/week,Poor,Low
58,Male,Yes,3-5 times/week,Average,Moderate
37,Male,Yes,3-5 times/week,Excellent,None
61,Male,No,3-5 times/week,Average,Low
36,Female,No,3-5 times/week,Excellent,High
37,Other,No,3-5 times/week,Good,None
52,Male,No,1-2 times/week,Good,High
64,Other,No,3-5 times/week,Excellent,Moderate
19,Male,Yes,1-2 times/week,Average,Moderate
47,Female,No,3-5 times/week,Average,None
51,Male,No,3-5 times/week,Good,Moderate
39,Other,Yes,None,Average,Low
20,Other,Yes,3-5 times/week,Average,Moderate
23,Female,No,Daily,Poor,High
32,Other,No,None,Good,Low
44,Other,Yes,None,Average,High
27,Male,Yes,None,Poor,None
26,Other,No,Daily,Excellent,None
50,Male,Yes,1-2 times/week,Poor,None
49,Female,No,None,Poor,High
65,Other,No,None,Poor,High
23,Male,No,None,Poor,None
58,Other,Yes,3-5 times/week,Poor,High
53,Male,Yes,1-2 times/week,Poor,None
19,Female,No,Daily,Excellent,None
46,Male,No,Daily,Excellent,High
21,Other,No,1-2 times/week,Good,Low
18,Male,Yes,1-2 times/week,Good,None
36,Other,Yes,1-2 times/week,Excellent,Moderate
43,Female,No,3-5 times/week,Excellent,Low
42,Male,No,None,Good,Low
27,Other,No,3-5 times/week,Poor,Low
32,Other,No,1-2 times/week,Average,Low
39,Other,Yes,3-5 times/week,Poor,None
68,Male,No,Daily,Excellent,None
65,Male,Yes,3-5 times/week,Good,None
38,Male,Yes,1-2 times/week,Good,Moderate
39,Female,Yes,None,Poor,None
53,Other,No,3-5 times/week,Good,None
51,Other,Yes,1-2 times/week,Excellent,Moderate
47,Female,No,3-5 times/week,Excellent,None
42,Female,No,Daily,Average,High
62,Male,Yes,3-5 times/week,Excellent,High
45,Male,No,3-5 times/week,Average,None
18,Male,No,None,Average,Low
66,Male,No,3-5 times/week,Poor,None
62,Male,No,3-5 times/week,Good,Moderate
21,Male,Yes,Daily,Excellent,Low
24,Female,Yes,Daily,Good,Moderate
66,Female,Yes,Daily,Average,High
26,Female,No,None,Excellent,Moderate
53,Other,No,Daily,Good,None
36,Other,No,Daily,Excellent,High
18,Male,Yes,3-5 times/week,Poor,Low
27,Female,No,3-5 times/week,Excellent,None
53,Other,Yes,None,Average,High
26,Other,No,Daily,Excellent,Low
62,Female,No,1-2 times/week,Poor,High
63,Other,Yes,3-5 times/week,Poor,Low
59,Other,No,1-2 times/week,Good,Low
49,Female,No,1-2 times/week,Poor,Moderate
49,Other,No,Daily,Average,None
23,Female,No,1-2 times/week,Poor,Low
65,Other,No,None,Good,Low
55,Female,No,None,Poor,Moderate
34,Other,No,3-5 times/week,Poor,Low
27,Other,Yes,1-2 times/week,Excellent,Low
67,Female,No,None,Good,High
44,Other,No,None,Excellent,None
67,Female,Yes,1-2 times/week,Good,Moderate
52,Female,No,None,Good,Moderate
69,Other,No,1-2 times/week,Good,Low
38,Male,No,None,Good,Low
42,Other,No,1-2 times/week,Good,Moderate
45,Male,No,None,Good,Low
64,Male,Yes,None,Poor,Low
32,Other,No,None,Poor,High
21,Male,Yes,Daily,Poor,Moderate
46,Female,Yes,Daily,Average,Low
26,Female,Yes,None,Good,None
44,Male,No,Daily,Poor,Low
43,Female,No,1-2 times/week,Good,High
36,Other,No,Daily,Excellent,High
45,Female,No,3-5 times/week,Average,Moderate
34,Male,Yes,3-5 times/week,Good,High
60,Other,No,None,Poor,High
58,Female,No,Daily,Average,None
59,Other,Yes,3-5 times/week,Excellent,High
67,Male,No,None,Good,Low
37,Female,Yes,3-5 times/week,Average,High
62,Other,No,None,Good,None
57,Other,No,3-5 times/week,Average,Moderate
56,Female,No,3-5 times/week,Poor,None
66,Other,Yes,Daily,Good,Low
40,Other,No,None,Good,Low
64,Male,No,3-5 times/week,Good,Moderate
49,Male,No,None,Poor,None
69,Male,No,Daily,Average,None
64,Male,No,3-5 times/week,Poor,Moderate
50,Male,Yes,1-2 times/week,Excellent,Moderate
63,Male,Yes,1-2 times/week,Excellent,Moderate
22,Female,No,1-2 times/week,Excellent,Moderate
60,Male,No,None,Average,Low
65,Other,Yes,Daily,Good,Low
51,Female,Yes,None,Average,Moderate
57,Other,Yes,None,Excellent,High
28,Male,No,1-2 times/week,Average,Moderate
67,Male,No,Daily,Good,High
20,Other,No,3-5 times/week,Good,High
50,Other,No,None,Average,None
28,Other,No,1-2 times/week,Excellent,High
33,Female,No,None,Good,High
35,Male,Yes,None,Excellent,High
47,Other,Yes,Daily,Good,Low
65,Male,No,3-5 times/week,Excellent,None
27,Other,No,None,Average,None
35,Male,No,None,Poor,High
55,Female,No,3-5 times/week,Poor,Low
36,Male,Yes,Daily,Excellent,Moderate
53,Other,Yes,None,Good,Low
30,Male,No,Daily,Average,None
63,Female,No,Daily,Good,High
20,Female,No,None,Poor,Low
27,Male,No,3-5 times/week,Poor,High
55,Other,Yes,None,Average,Moderate
18,Female,No,None,Excellent,Low
44,Female,Yes,1-2 times/week,Average,Moderate
63,Male,No,3-5 times/week,Poor,Moderate
25,Female,No,1-2 times/week,Average,None
68,Female,No,3-5 times/week,Poor,None
63,Other,No,None,Good,High
59,Other,No,Daily,Poor,Moderate
34,Other,No,1-2 times/week,Poor,Moderate
26,Male,No,1-2 times/week,Average,None
23,Female,No,1-2 times/week,Average,Moderate
60,Male,No,1-2 times/week,Average,Low
42,Female,No,3-5 times/week,Good,Moderate
56,Female,No,Daily,Average,Moderate
66,Female,No,Daily,Good,None
45,Other,No,None,Excellent,None
50,Male,Yes,None,Average,High
54,Male,Yes,1-2 times/week,Average,None
26,Female,No,None,Excellent,Low
35,Male,Yes,None,Excellent,Moderate
38,Other,No,3-5 times/week,Excellent,High
19,Male,No,None,Poor,Moderate
60,Female,No,None,Poor,None
55,Other,No,None,Poor,Moderate
57,Other,No,Daily,Excellent,Moderate
53,Female,No,Daily,Good,Low
67,Male,Yes,None,Average,Moderate
60,Female,No,1-2 times/week,Poor,Low
54,Male,Yes,Daily,Excellent,Moderate
32,Male,No,3-5 times/week,Average,None
45,Other,No,3-5 times/week,Poor,High
35,Female,No,3-5 times/week,Excellent,None
51,Other,No,None,Average,High
39,Female,No,1-2 times/week,Poor,Moderate
28,Female,No,3-5 times/week,Poor,None
30,Other,No,1-2 times/week,Poor,Low
21,Female,No,3-5 times/week,Poor,None
39,Female,No,1-2 times/week,Poor,Low
24,Male,No,None,Excellent,Moderate
60,Female,Yes,None,Average,Moderate
41,Female,Yes,3-5 times/week,Poor,High
21,Other,No,3-5 times/week,Average,None
45,Other,No,Daily,Poor,Moderate
32,Female,No,3-5 times/week,Excellent,High
18,Male,No,Daily,Excellent,High
20,Male,No,Daily,Average,Moderate
31,Other,Yes,None,Poor,Low
55,Female,No,None,Excellent,Low
67,Female,No,Daily,Poor,High
18,Male,No,3-5 times/week,Poor,Moderate
55,Male,Yes,Daily,Good,None
55,Male,No,3-5 times/week,Excellent,None
38,Other,No,None,Average,High
65,Female,No,3-5 times/week,Average,None
46,Other,No,Daily,Poor,Moderate
22,Female,Yes,3-5 times/week,Poor,None
66,Other,No,Daily,Poor,None
27,Female,Yes,3-5 times/week,Good,Moderate
45,Male,Yes,Daily,Poor,Low
38,Male,No,None,Poor,Low
67,Male,No,Daily,Average,High
24,Other,No,None,Good,Moderate
20,Male,No,Daily,Average,Low
62,Female,No,Daily,Good,None
64,Other,No,1-2 times/week,Good,High
37,Female,No,1-2 times/week,Excellent,Moderate
36,Other,No,1-2 times/week,Excellent,Moderate
52,Female,Yes,1-2 times/week,Excellent,High
21,Female,No,3-5 times/week,Average,Low
22,Other,No,None,Excellent,High
18,Other,No,None,Excellent,High
21,Male,No,1-2 times/week,Average,Moderate
29,Male,No,3-5 times/week,Good,Moderate
44,Female,No,Daily,Good,None
59,Female,Yes,Daily,Poor,High
40,Female,No,None,Poor,Moderate
42,Other,Yes,None,Excellent,Moderate
38,Other,Yes,3-5 times/week,Average,Moderate
69,Male,No,Daily,Good,Moderate
41,Female,No,3-5 times/week,Average,High
42,Male,Yes,Daily,Poor,High
62,Other,No,1-2 times/week,Excellent,Low
63,Other,No,1-2 times/week,Poor,High
49,Other,Yes,3-5 times/week,Poor,Moderate
49,Male,No,None,Good,None
22,Other,No,3-5 times/week,Average,High
53,Female,No,3-5 times/week,Good,Low
63,Male,No,Daily,Good,High
59,Other,No,Daily,Poor,Moderate
66,Male,No,Daily,Excellent,Low
59,Male,Yes,Daily,Poor,Moderate
56,Other,No,None,Average,Moderate
33,Other,No,None,Excellent,High
50,Male,No,1-2 times/week,Good,High
66,Male,No,3-5 times/week,Average,Low
38,Other,Yes,1-2 times/week,Average,Low
26,Female,Yes,Daily,Average,Low
23,Male,No,3-5 times/week,Average,Low
68,Male,No,Daily,Poor,None
62,Female,No,3-5 times/week,Average,Low
52,Other,No,None,Poor,High
56,Other,No,Daily,Excellent,None
39,Female,No,3-5 times/week,Average,Moderate
58,Other,No,3-5 times/week,Poor,Moderate
22,Other,No,Daily,Average,Low
59,Male,Yes,None,Excellent,Moderate
40,Male,No,None,Good,None
34,Male,No,None,Excellent,High
29,Female,No,3-5 times/week,Good,High
40,Other,Yes,None,Poor,None
33,Other,No,3-5 times/week,Excellent,Low
20,Male,No,1-2 times/week,Poor,Low
47,Male,No,None,Excellent,Low
39,Female,No,Daily,Average,None
26,Other,Yes,Daily,Good,Low
46,Female,Yes,Daily,Average,High
64,Other,Yes,Daily,Poor,None
54,Female,No,1-2 times/week,Average,None
40,Male,Yes,1-2 times/week,Good,Moderate
30,Female,Yes,None,Good,Moderate
49,Female,No,None,Good,Low
63,Male,No,Daily,Good,Low
69,Other,No,Daily,Good,High
64,Other,No,Daily,Poor,Low
65,Male,Yes,3-5 times/week,Average,High
40,Female,No,None,Excellent,Low
62,Female,No,Daily,Average,High
34,Female,Yes,Daily,Average,None
57,Other,No,Daily,Poor,High
38,Female,No,1-2 times/week,Poor,Low
19,Other,No,1-2 times/week,Poor,Moderate
54,Female,Yes,1-2 times/week,Poor,Low
23,Male,No,3-5 times/week,Average,None
61,Male,No,3-5 times/week,Good,Moderate
35,Other,Yes,None,Good,High
47,Other,No,Daily,Poor,Moderate
39,Male,No,None,Excellent,Low
50,Male,Yes,None,Average,Moderate
47,Female,No,1-2 times/week,Average,Moderate
34,Male,Yes,Daily,Excellent,Low
60,Other,No,1-2 times/week,Poor,Low
49,Male,No,1-2 times/week,Average,None
59,Other,No,Daily,Excellent,Moderate
68,Other,Yes,None,Good,High
31,Female,Yes,None,Excellent,Low
27,Female,No,1-2 times/week,Excellent,Moderate
64,Female,No,Daily,Poor,Low
68,Female,No,None,Average,None
53,Male,No,3-5 times/week,Excellent,Low
51,Female,No,None,Average,Low
26,Male,Yes,Daily,Average,None
59,Female,No,Daily,Poor,Low
45,Female,No,Daily,Good,None
28,Other,Yes,1-2 times/week,Average,Moderate
31,Male,Yes,None,Poor,Moderate
56,Other,No,3-5 times/week,Poor,Moderate
64,Female,No,1-2 times/week,Excellent,High
36,Male,No,None,Average,Low
32,Female,No,Daily,Poor,None
45,Other,No,None,Good,Low
41,Male,No,Daily,Excellent,High
25,Other,No,Daily,Good,Low
60,Female,No,None,Poor,High
26,Female,No,None,Excellent,Low
64,Female,No,3-5 times/week,Average,High
50,Male,No,None,Excellent,None
50,Other,No,None,Excellent,Low
36,Other,Yes,1-2 times/week,Good,Low
20,Female,No,Daily,Average,None
27,Other,No,Daily,Poor,None
57,Male,Yes,3-5 times/week,Good,Moderate
64,Female,No,1-2 times/week,Average,High
59,Female,No,3-5 times/week,Poor,None
18,Female,No,None,Excellent,Moderate
46,Male,No,3-5 times/week,Average,High
67,Female,No,Daily,Good,Moderate
51,Female,Yes,1-2 times/week,Poor,Low
68,Female,Yes,None,Poor,High
